,playlist,name,artist,albumreleasedate,genres,energy,danceability,loudness,speechiness,acousticness,liveness,trackpopularity
222,Descanso,Wall,xander.,2022-11-07,lo-fi study,0.303,0.826,-17.829,0.0519,0.356,0.113,53
223,Descanso,Chimes,Khutko,2021-05-14,lo-fi jazzhop,0.182,0.644,-19.706,0.0457,0.937,0.0864,45
224,Descanso,Wisdom,BVG,2021-08-18,lo-fi chill,0.0351,0.495,-26.41,0.0504,0.729,0.132,43
225,Descanso,Brighter Days,Project AER,2021-02-27,ambient guitar,0.279,0.712,-12.545,0.0345,0.932,0.38,33
226,Descanso,Every Second,aimless,2021-01-16,lo-fi beats,0.164,0.693,-11.554,0.0947,0.838,0.0895,47
227,Descanso,Looking For Answers,l'Outlander,2021-03-29,lo-fi jazzhop,0.119,0.629,-16.144,0.0379,0.904,0.11,31
228,Descanso,Nova,mell-ø,2019-12-08,lo-fi beats,0.272,0.779,-13.763,0.105,0.803,0.11,0
229,Descanso,Flow,Living Room,2021-12-12,lo-fi jazzhop,0.248,0.687,-16.203,0.032,0.792,0.114,54
230,Descanso,Vibrant,Tibeauthetraveler,2022-07-21,lo-fi study,0.157,0.643,-10.331,0.0315,0.72,0.114,37
231,Descanso,The Creek,Ambulo,2022-03-02,lo-fi study,0.253,0.717,-13.067,0.148,0.84,0.11,43
232,Descanso,Misty Meadows,eleven,2022-12-15,focus beats,0.249,0.488,-16.927,0.0358,0.937,0.0812,51
233,Descanso,Shipwreck,Kinissue,2021-07-05,focus beats,0.103,0.635,-14.739,0.0468,0.925,0.103,47
234,Descanso,Healing Winds,Mujo,2021-08-30,japanese chillhop,0.137,0.42,-16.891,0.0312,0.951,0.098,35
235,Descanso,Mercury,Lenny Loops,2022-12-22,lo-fi sleep,0.102,0.591,-16.95,0.0358,0.967,0.1,42
236,Descanso,Walk Out,Khutko,2021-05-14,lo-fi jazzhop,0.24,0.829,-13.585,0.203,0.716,0.177,55
237,Descanso,City Blue,Hoogway,2022-01-05,lo-fi study,0.0686,0.578,-23.782,0.0343,0.968,0.0906,36
238,Descanso,Summer Love,xander.,2021-06-09,lo-fi study,0.194,0.726,-17.823,0.041,0.637,0.102,38
239,Descanso,pure,Bcalm,2022-09-22,focus beats,0.143,0.776,-19.114,0.0447,0.898,0.094,51
240,Descanso,Nocturnal,Ornithology,2022-05-09,lo-fi study,0.0786,0.491,-14.207,0.0491,0.589,0.0966,41
241,Descanso,Rainy Day,Nuver,2022-01-03,lo-fi study,0.224,0.63,-16.469,0.0344,0.713,0.1,44
242,Descanso,Only You,Hoogway,2021-08-16,lo-fi study,0.136,0.481,-16.374,0.0294,0.976,0.0757,30
243,Descanso,Insomnia,BVG,2021-06-01,lo-fi chill,0.0495,0.388,-17.936,0.0436,0.928,0.0691,43
244,Descanso,Soft to Touch,Kupla,2020-07-19,anime lo-fi,0.276,0.602,-13.209,0.0694,0.77,0.141,44
245,Descanso,In Between Cycles,Sleepermane,2021-12-08,lo-fi study,0.251,0.601,-17.477,0.0358,0.81,0.102,55
246,Descanso,Time Travel,cxlt.,2022-07-18,lo-fi study,0.0429,0.502,-23.799,0.0338,0.956,0.0633,33
247,Descanso,Spring Rain,BVG,2021-01-24,lo-fi chill,0.0597,0.826,-18.572,0.0452,0.802,0.0673,54
248,Descanso,Blue Moon,takeo,2020-08-12,focus beats,0.097,0.597,-20.965,0.0485,0.92,0.103,57
249,Descanso,moonbeams,jaackson,2022-09-26,,0.123,0.356,-15.845,0.0371,0.714,0.366,48
250,Descanso,Pebble Beach,Akīn,2022-03-06,lo-fi study,0.224,0.658,-16.646,0.0718,0.935,0.0941,41
251,Descanso,Blessing In Disguise,Nadav Cohen,2022-10-24,lo-fi study,0.081,0.598,-19.184,0.0348,0.943,0.0904,38
252,Descanso,Fallin Night,softy,2021-10-13,lo-fi beats,0.113,0.58,-13.507,0.0308,0.953,0.128,35
253,Descanso,Fever,Psalm Trees,2019-12-08,chillhop,0.328,0.616,-8.48,0.0379,0.855,0.0966,0
254,Descanso,Reliving,cxlt.,2021-05-10,lo-fi study,0.156,0.515,-22.71,0.0332,0.811,0.0915,38
255,Descanso,convo,S N U G,2021-10-03,japanese chillhop,0.366,0.751,-10.904,0.0474,0.866,0.102,56
256,Descanso,Your cozy home,Nadav Cohen,2021-07-11,lo-fi study,0.105,0.611,-15.968,0.0306,0.935,0.141,55
257,Descanso,Broken Angel,Goson,2022-06-06,lo-fi study,0.262,0.503,-13.489,0.0287,0.697,0.171,56
258,Descanso,Morning's Chant,Raimu,2022-09-05,anime lo-fi,0.371,0.645,-13.141,0.0586,0.782,0.633,53
259,Descanso,Dash Bounce,HM Surf,2022-01-07,lo-fi beats,0.00444,0.665,-30.978,0.0545,0.835,0.0833,37
260,Descanso,gold coast,Spencer Hunt,2021-11-02,lo-fi beats,0.112,0.801,-20.704,0.0965,0.74,0.113,46
261,Descanso,Silk,goosetaf,2021-01-12,lo-fi beats,0.369,0.693,-11.476,0.139,0.874,0.108,56
262,Descanso,Secret Garden,Thaehan,2021-04-26,lo-fi beats,0.23,0.753,-11.308,0.0619,0.729,0.108,45
263,Descanso,Calling from Above,Raimu,2021-10-25,anime lo-fi,0.093,0.506,-16.693,0.0435,0.727,0.355,37
264,Descanso,Friendship,Living Room,2021-08-02,lo-fi jazzhop,0.187,0.613,-16.104,0.0337,0.909,0.102,28
265,Descanso,Clocks,mell-ø,2021-08-20,lo-fi beats,0.127,0.539,-14.978,0.0315,0.759,0.115,39
266,Descanso,Finally Home,TABAL,2021-03-05,lo-fi beats,0.282,0.584,-14.821,0.0327,0.801,0.093,40
267,Descanso,Blossom Valley,DaniSogen,2022-05-26,japanese chillhop,0.174,0.656,-18.643,0.0301,0.812,0.94,38
268,Descanso,Blindfold,Casiio,2022-01-25,lo-fi beats,0.206,0.577,-18.878,0.184,0.49,0.102,44
269,Descanso,Into The Void,amies,2021-07-03,lo-fi study,0.111,0.596,-17.134,0.0283,0.888,0.0715,43
270,Descanso,We Met,Yasumu,2020-11-04,lo-fi study,0.438,0.702,-13.475,0.0476,0.695,0.382,55
271,Descanso,Sleepless,Purrple Cat,2022-01-23,chill out,0.395,0.697,-13.56,0.0444,0.583,0.114,44
272,Descanso,Night Lamp,Jhove,2021-01-16,lo-fi study,0.16,0.831,-14.574,0.0489,0.61,0.0989,42
273,Descanso,Together,No Spirit,2022-09-26,lo-fi beats,0.217,0.565,-11.471,0.0301,0.627,0.0779,49
274,Descanso,Inhale,Hoogway,2021-09-25,lo-fi study,0.139,0.602,-19.865,0.0333,0.978,0.0897,56
275,Descanso,Compass,softy,2022-04-01,lo-fi beats,0.3,0.609,-11.52,0.0318,0.988,0.117,33
276,Descanso,Fluid,M e a d o w,2021-04-24,lo-fi jazzhop,0.204,0.537,-16.326,0.0296,0.898,0.109,37
277,Descanso,Luminescence,Ambulo,2019-12-08,lo-fi study,0.35,0.774,-11.697,0.132,0.859,0.108,0
278,Descanso,Until We Meet Again,Elijah Lee,2022-01-29,lo-fi study,0.179,0.394,-14.202,0.0596,0.926,0.101,44
279,Descanso,passing by,Epektase,2022-05-09,lo-fi beats,0.103,0.646,-10.739,0.0509,0.847,0.113,45
280,Descanso,Let Go,ENRA,2021-09-11,lo-fi study,0.176,0.579,-11.354,0.0312,0.869,0.0861,43
281,Descanso,Sail,GlobulDub,2021-02-03,chillhop,0.32,0.668,-15.671,0.0358,0.89,0.0939,53
282,Descanso,Compassion,Laffey,2021-03-31,lo-fi beats,0.319,0.728,-12.916,0.0352,0.985,0.132,27
283,Descanso,Floating Away,Glimlip,2020-07-19,lo-fi beats,0.243,0.817,-9.486,0.0721,0.88,0.0819,44
284,Descanso,Deep In Motion,Krynoze,2022-01-21,lo-fi sleep,0.111,0.547,-19.593,0.0301,0.991,0.084,35
285,Descanso,Moonshadow,Yasumu,2022-09-12,lo-fi study,0.155,0.552,-21.156,0.043,0.919,0.367,38
286,Descanso,Fields,iamalex,2021-08-08,lo-fi study,0.274,0.762,-9.794,0.0421,0.747,0.349,41
287,Descanso,Beyond The Dreams,Hevi,2021-01-30,lo-fi study,0.103,0.677,-22.376,0.0442,0.682,0.13,52
288,Descanso,Journey's End,Purrple Cat,2021-06-23,chill out,0.136,0.701,-14.488,0.0481,0.875,0.114,40
289,Descanso,lightwave,Kanisan,2021-11-28,lo-fi study,0.182,0.586,-17.904,0.0915,0.802,0.0851,38
290,Descanso,no worries,Blurred Figures,2021-09-21,lo-fi study,0.246,0.667,-17.423,0.0371,0.916,0.0945,45
291,Descanso,Over the Valley,Jhove,2020-07-19,lo-fi study,0.175,0.612,-18.024,0.0337,0.933,0.0979,46
292,Descanso,i got u,tender spring,2021-08-04,lo-fi study,0.267,0.748,-13.53,0.0794,0.733,0.104,54
293,Descanso,House At The River,Blue Fox,2022-12-08,lo-fi jazzhop,0.192,0.556,-10.483,0.0337,0.958,0.104,43
294,Descanso,Dream Surfers,eugenio izzi,2022-02-02,lo-fi study,0.0689,0.572,-24.008,0.0373,0.974,0.106,42
295,Descanso,Suntai pt2,Casiio,2022-10-10,lo-fi beats,0.126,0.545,-15.494,0.0434,0.873,0.149,38
296,Descanso,shadowed days,hi jude,2021-10-11,lo-fi study,0.215,0.721,-17.164,0.0804,0.742,0.326,44
297,Descanso,Line Between,Tonion,2022-06-13,lo-fi study,0.208,0.515,-16.183,0.0579,0.7,0.375,40
298,Descanso,Kami's Gift,Raimu,2021-04-18,anime lo-fi,0.157,0.744,-14.284,0.125,0.446,0.112,37
299,Descanso,Campfire,Bert,2021-01-16,lo-fi study,0.155,0.59,-15.148,0.0332,0.875,0.079,42
300,Descanso,Fireflies,Kanisan,2020-09-13,lo-fi study,0.125,0.651,-20.281,0.0309,0.809,0.112,58
301,Descanso,Dusty Records,Mondo Loops,2021-07-29,lo-fi sleep,0.0393,0.558,-26.924,0.0311,0.923,0.106,37
302,Descanso,Beyond,TABAL,2022-07-14,lo-fi beats,0.283,0.785,-11.446,0.0608,0.835,0.44,41
303,Descanso,extend,hi jude,2021-06-27,lo-fi study,0.295,0.59,-18.317,0.0405,0.906,0.11,44
304,Descanso,Falling Feathers,Ornithology,2021-10-15,lo-fi study,0.0415,0.761,-15.473,0.0389,0.976,0.0958,40
305,Descanso,Break Away,amies,2022-06-20,lo-fi study,0.262,0.591,-22.615,0.0384,0.785,0.0848,53
306,Descanso,Formless,Kainbeats,2021-01-16,anime lo-fi,0.0979,0.714,-12.927,0.0441,0.938,0.106,38
307,Descanso,Space Magnet,Rudy Raw,2021-07-07,lo-fi study,0.213,0.721,-16.109,0.259,0.953,0.0964,39
308,Descanso,Equinox,S N U G,2021-08-06,japanese chillhop,0.242,0.59,-15.084,0.0304,0.945,0.111,38
309,Descanso,drifting,Sling Dilly,2022-09-26,lo-fi study,0.25,0.681,-13.18,0.0398,0.909,0.108,50
310,Descanso,Glacier,Kainbeats,2022-11-24,anime lo-fi,0.213,0.552,-19.354,0.0471,0.971,0.155,38
311,Descanso,Beyond Imagination,Plant Guy,2022-02-28,lo-fi study,0.168,0.803,-20.52,0.467,0.905,0.132,40
312,Descanso,Maya,Casiio,2021-05-20,lo-fi beats,0.155,0.364,-19.184,0.0443,0.699,0.091,38
313,Descanso,An Unknown Journey,TABAL,2020-08-08,lo-fi beats,0.14,0.57,-17.112,0.0903,0.798,0.116,0
314,Descanso,Don't Let Go,Blue Wednesday,2020-07-19,chillhop,0.219,0.592,-11.687,0.0654,0.825,0.0668,41
315,Descanso,Night Bus,Ambulo,2020-09-13,lo-fi study,0.185,0.433,-13.175,0.143,0.39,0.113,44
316,Descanso,Reassuring Skies,Lenny Loops,2021-03-03,lo-fi sleep,0.163,0.641,-19.248,0.0391,0.885,0.11,56
317,Descanso,Jungle,ticofaces,2021-11-20,lo-fi study,0.11,0.49,-16.425,0.14,0.879,0.0925,50
318,Descanso,Birds In The Sky,Mindeliq,2021-11-18,lo-fi jazzhop,0.173,0.668,-14.207,0.0697,0.577,0.121,53
319,Descanso,New Paths,Ayzic,2022-05-09,lo-fi study,0.136,0.7,-11.904,0.034,0.73,0.113,38
320,Descanso,Brothers,l'Outlander,2022-02-20,lo-fi jazzhop,0.185,0.742,-19.588,0.0783,0.873,0.0859,46
321,Descanso,Grounding,Epona,2021-09-17,lo-fi study,0.268,0.63,-13.466,0.0532,0.841,0.121,37
322,Descanso,"Long Walk, Short Dock",Blue Wednesday,2021-03-11,chillhop,0.153,0.574,-21.134,0.0821,0.889,0.114,38
323,Descanso,watercrystals,Kanisan,2022-11-28,lo-fi study,0.309,0.615,-17.337,0.0524,0.883,0.11,43
324,Descanso,Memories,xander.,2021-10-17,lo-fi study,0.261,0.759,-19.483,0.389,0.304,0.163,34
325,Descanso,Big Sur,Living Room,2022-06-09,lo-fi jazzhop,0.194,0.754,-17.193,0.0882,0.919,0.111,32
326,Descanso,It All,Jhove,2020-07-19,lo-fi study,0.0844,0.484,-14.483,0.037,0.981,0.248,44
327,Descanso,Tomorrows That Follow,ENRA,2020-04-20,lo-fi study,0.228,0.603,-15.237,0.0416,0.454,0.314,0
328,Descanso,Willpower,l'Outlander,2022-02-20,lo-fi jazzhop,0.253,0.649,-12.444,0.0395,0.81,0.0919,55
329,Descanso,Dreamtime,Sleepermane,2022-08-04,lo-fi study,0.155,0.634,-21.071,0.0702,0.82,0.131,33
330,Descanso,Creations,xander.,2022-11-07,lo-fi study,0.306,0.553,-15.406,0.0654,0.187,0.111,41
331,Descanso,Quiet Thoughts,Bcalm,2022-02-10,focus beats,0.192,0.651,-12.548,0.0403,0.715,0.111,44
332,Descanso,Late Return,S N U G,2021-06-15,japanese chillhop,0.247,0.55,-11.08,0.0558,0.953,0.0946,35
333,Descanso,Nightingale,LESKY,2021-09-23,lo-fi jazzhop,0.0415,0.638,-18.086,0.0346,0.941,0.0848,44
334,Descanso,Deep Dive,Chau Sara,2022-01-23,lo-fi study,0.188,0.57,-14.477,0.319,0.294,0.106,42
335,Descanso,Looking Through,amies,2022-06-20,lo-fi study,0.096,0.584,-21.802,0.0344,0.914,0.109,41
336,Descanso,Constant Fear,WYS,2021-06-29,lo-fi beats,0.133,0.853,-18.658,0.0847,0.83,0.112,41
337,Descanso,I can't give up,Bhxa,2022-01-19,lo-fi study,0.145,0.726,-15.433,0.0909,0.95,0.106,34
338,Descanso,Souvenir,DLJ,2021-07-01,lo-fi beats,0.281,0.697,-11.444,0.061,0.0218,0.111,41
339,Descanso,Perfume,Lilac,2021-06-03,lo-fi study,0.017,0.858,-17.974,0.0801,0.894,0.0665,52
340,Descanso,Komorebi,Tenno,2021-07-13,japanese chillhop,0.238,0.62,-15.862,0.0365,0.956,0.0888,45
341,Descanso,Moonlight Glaze,sinnr,2022-03-24,lo-fi study,0.23,0.572,-17.096,0.0334,0.877,0.098,48
342,Descanso,Call You Soon,Louk,2021-04-16,lo-fi jazzhop,0.305,0.652,-14.58,0.145,0.837,0.161,29
343,Descanso,Sweet Honey,Sitting Duck,2021-04-08,lo-fi study,0.144,0.573,-14.006,0.0431,0.96,0.0898,24
344,Descanso,Lost,Nothingtosay,2022-08-01,lo-fi beats,0.0674,0.695,-18.152,0.0646,0.414,0.104,43
345,Descanso,afloat,trxxshed,2022-05-09,lo-fi study,0.267,0.785,-12.158,0.0915,0.603,0.699,37
346,Descanso,Midnight Thoughts,Yasumu,2020-06-07,lo-fi study,0.0923,0.603,-20.352,0.0484,0.841,0.0798,54
347,Descanso,Asil,Sleepermane,2022-02-18,lo-fi study,0.148,0.417,-17.717,0.0728,0.319,0.3,37
348,Descanso,Forbidden Love,DaniSogen,2021-10-21,japanese chillhop,0.2,0.57,-16.714,0.0362,0.917,0.151,42
349,Descanso,Satellite Nights,drkmnd,2020-01-30,lo-fi beats,0.409,0.663,-7.511,0.0681,0.867,0.11,0
350,Descanso,How We Feel,Yasumu,2021-05-06,lo-fi study,0.201,0.672,-20.508,0.145,0.714,0.314,35
351,Descanso,Memory Lane,Tibeauthetraveler,2021-09-13,lo-fi study,0.241,0.654,-12.163,0.0428,0.577,0.129,35
352,Descanso,Divine,Mavine,2021-08-10,lo-fi study,0.213,0.676,-12.496,0.0589,0.692,0.0957,43
353,Descanso,Innocent,Oatmello,2020-07-03,lo-fi beats,0.317,0.633,-10.922,0.104,0.969,0.107,0
354,Descanso,Floating Hands,Yasumu,2022-10-27,lo-fi study,0.148,0.759,-14.783,0.142,0.891,0.29,38
355,Descanso,Tsuyu,Otaam,2021-08-26,lo-fi study,0.297,0.551,-13.053,0.0815,0.868,0.114,49
356,Descanso,Days,xander.,2022-03-10,lo-fi study,0.17,0.536,-21.423,0.0656,0.507,0.109,26
357,Descanso,Gone Alone,softy,2022-07-04,lo-fi beats,0.284,0.474,-9.572,0.04,0.951,0.27,42
358,Descanso,Polaris,Sling Dilly,2022-02-06,lo-fi study,0.16,0.326,-16.311,0.0341,0.853,0.127,38
359,Descanso,Consequences,ENRA,2020-09-29,lo-fi study,0.399,0.679,-12.939,0.0454,0.21,0.12,54
360,Descanso,Prenma,Loafy Building,2022-08-18,lo-fi study,0.114,0.569,-15.74,0.0396,0.883,0.112,55
361,Descanso,Together,Bcalm,2022-02-10,focus beats,0.328,0.587,-17.332,0.0388,0.943,0.101,57
362,Descanso,Rays Of Light,cxlt.,2022-07-18,lo-fi study,0.0928,0.617,-21.585,0.0378,0.947,0.516,54
363,Descanso,Fairy Tales,Cosmic Koala,2022-11-10,lo-fi study,0.266,0.623,-12.652,0.0394,0.591,0.114,41
364,Descanso,Chrono,H.1,2021-12-04,lo-fi study,0.181,0.525,-19.108,0.0438,0.956,0.12,35
365,Descanso,I Can't Do This Anymore,Nadav Cohen,2022-01-27,lo-fi study,0.0662,0.67,-18.314,0.0428,0.925,0.101,52
366,Descanso,A New Beginning,Tenno,2022-09-19,japanese chillhop,0.315,0.312,-15.185,0.0522,0.922,0.117,37
367,Descanso,Temple,Goson,2022-06-06,lo-fi study,0.246,0.592,-12.387,0.0448,0.775,0.129,33
368,Descanso,The Way Back,WYS,2021-08-24,lo-fi beats,0.295,0.633,-18.058,0.0501,0.879,0.0929,35
369,Descanso,Synesthesia,trxxshed,2021-04-04,lo-fi study,0.0691,0.621,-17.202,0.0488,0.912,0.124,44
370,Descanso,Anomaly,Purrple Cat,2022-11-14,chill out,0.241,0.585,-18.841,0.0279,0.71,0.155,40
371,Descanso,lakeside,Nvmb.,2021-04-10,lo-fi study,0.271,0.688,-12.744,0.048,0.226,0.0827,29
372,Descanso,The End of Fall,Swink,2021-07-21,lo-fi study,0.089,0.765,-18.359,0.202,0.756,0.117,40
373,Descanso,Someone I've Lost,Hoogway,2022-08-22,lo-fi study,0.105,0.503,-23.683,0.0283,0.583,0.112,55
374,Descanso,Gentle Breeze,Oatmello,2021-07-31,lo-fi beats,0.223,0.67,-14.841,0.0392,0.847,0.11,39
375,Descanso,Coming Home,Elijah Lee,2021-05-16,lo-fi study,0.221,0.686,-12.839,0.0314,0.91,0.127,40
376,Descanso,Being Together,Nadav Cohen,2022-01-27,lo-fi study,0.123,0.764,-14.854,0.18,0.961,0.104,46
377,Descanso,Out of Breath,Tibeauthetraveler,2021-03-07,lo-fi study,0.258,0.514,-16.728,0.0614,0.827,0.126,24
378,Descanso,Quiet as the Moon,stream_error,2022-05-09,lo-fi study,0.212,0.19,-18.189,0.0386,0.518,0.0766,37
379,Descanso,By & By,mell-ø,2022-09-29,lo-fi beats,0.209,0.771,-11.625,0.088,0.906,0.105,40
380,Descanso,hold my hand,Jhove,2021-11-10,lo-fi study,0.211,0.646,-11.196,0.031,0.869,0.175,42
381,Descanso,Be Right Back,Team Astro,2022-02-22,lo-fi study,0.217,0.626,-15.426,0.0532,0.908,0.0843,39
382,Descanso,Cotton Cloud,Fatb,2019-12-08,lo-fi beats,0.424,0.683,-9.164,0.0867,0.787,0.111,0
383,Descanso,Koshi,Living Room,2022-06-09,lo-fi jazzhop,0.179,0.648,-16.498,0.0511,0.918,0.246,56
384,Descanso,Late Nights,ZENDR,2022-09-26,,0.404,0.534,-10.738,0.0622,0.666,0.148,47
385,Descanso,Altitude,Enluv,2021-04-22,lo-fi study,0.372,0.589,-14.525,0.0718,0.927,0.0903,33
386,Descanso,Writing All Day,HM Surf,2022-04-11,lo-fi beats,0.162,0.839,-18.441,0.105,0.569,0.111,45
387,Descanso,all for you,another silent weekend,2022-10-13,lo-fi sleep,0.297,0.73,-13.589,0.0349,0.968,0.104,42
388,Descanso,Daydreaming,Lenny Loops,2021-03-03,lo-fi sleep,0.209,0.501,-15.096,0.0464,0.891,0.0882,27
389,Descanso,Moondrops,Akīn,2022-03-06,lo-fi study,0.111,0.754,-21.743,0.0441,0.929,0.112,55
390,Descanso,One Way Ticket,l'Outlander,2021-09-03,lo-fi jazzhop,0.141,0.658,-14.902,0.0371,0.892,0.101,46
391,Descanso,Clockwork,Project AER,2021-10-31,ambient guitar,0.18,0.775,-16.666,0.11,0.627,0.11,36
392,Descanso,Butterfly Nebula,BluntOne,2022-01-17,chillhop,0.125,0.617,-18.644,0.0883,0.788,0.0805,42
393,Descanso,Gentle Rain,softy,2022-09-26,lo-fi beats,0.293,0.456,-10.842,0.0363,0.869,0.128,47
394,Descanso,timeless gift,idylla,2021-09-01,lo-fi study,0.0754,0.645,-18.226,0.0375,0.958,0.0739,43
395,Descanso,Bodies,kudo,2020-07-23,lo-fi study,0.28,0.588,-22.717,0.036,0.978,0.0987,52
396,Descanso,Shibui,Jhove,2021-08-26,lo-fi study,0.353,0.717,-11.09,0.031,0.869,0.127,36
397,Descanso,Floating,Sebastian Kamae,2022-11-03,lo-fi beats,0.283,0.593,-10.36,0.0292,0.921,0.46,41
398,Descanso,Frozen In Time,No Spirit,2022-08-29,lo-fi beats,0.244,0.244,-14.231,0.0396,0.784,0.0724,33
399,Descanso,at long last,Towerz,2021-09-09,lo-fi study,0.163,0.721,-17.545,0.0385,0.967,0.0928,37
400,Descanso,Forever Changing,Laffey,2020-12-14,lo-fi beats,0.112,0.582,-14.366,0.0382,0.924,0.0979,59
401,Descanso,Shorelines,Kainbeats,2022-02-04,anime lo-fi,0.124,0.734,-19.334,0.0432,0.932,0.0855,34
402,Descanso,For The Roses,Hoogway,2021-06-07,lo-fi study,0.0326,0.663,-22.304,0.0384,0.949,0.112,42
403,Descanso,Lost Touch,Mondo Loops,2022-03-26,lo-fi sleep,0.201,0.708,-18.261,0.0342,0.943,0.096,44
404,Descanso,Tender Souls,Kupla,2021-04-20,anime lo-fi,0.267,0.709,-10.631,0.0639,0.699,0.118,34
405,Descanso,After The Rain,Osaki,2022-01-11,lo-fi study,0.188,0.713,-16.345,0.0461,0.864,0.0893,36
406,Descanso,Secret Waterfall,iamalex,2022-06-16,lo-fi study,0.298,0.674,-8.401,0.0436,0.95,0.176,52
407,Descanso,Friday Night With You,Pandrezz,2021-09-05,lo-fi study,0.0722,0.401,-18.194,0.044,0.799,0.09,38
408,Descanso,Snow & Sand,j'san,2019-12-08,chillhop,0.441,0.846,-10.717,0.0895,0.57,0.0877,0
409,Descanso,Holy Cloud,Tonion,2022-06-13,lo-fi study,0.204,0.541,-21.21,0.0648,0.821,0.117,53
410,Descanso,Junegloom,juniorodeo,2021-10-09,lo-fi study,0.385,0.341,-14.499,0.0943,0.835,0.088,39
411,Descanso,Respite,Kainbeats,2021-05-12,anime lo-fi,0.0899,0.504,-22.415,0.0301,0.953,0.118,55
412,Descanso,Are We Still Dreaming,cxlt.,2021-11-26,lo-fi study,0.0565,0.703,-21.454,0.0508,0.951,0.0693,39
413,Descanso,Visions In The Swamp,Mondo Loops,2022-08-15,lo-fi sleep,0.172,0.487,-19.33,0.0323,0.705,0.147,51
414,Descanso,A Quiet Place,Prithvi,2022-03-08,indian lo-fi,0.0436,0.786,-13.761,0.0625,0.719,0.114,36
415,Descanso,Cicada,Sátyr,2021-05-30,lo-fi jazzhop,0.147,0.582,-20.468,0.0322,0.935,0.107,41
416,Descanso,Leaving This Place,Tibeauthetraveler,2021-12-20,lo-fi study,0.184,0.306,-15.783,0.0417,0.614,0.138,54
417,Descanso,Flying Doodles,Chau Sara,2022-05-09,lo-fi study,0.0983,0.694,-14.479,0.0458,0.457,0.11,46
418,Descanso,stardust,Hevi,2022-06-02,lo-fi study,0.131,0.636,-16.181,0.0265,0.953,0.0768,37
419,Descanso,Light Leaks,Blue Wednesday,2021-11-07,chillhop,0.319,0.78,-16.858,0.0744,0.828,0.08,39
420,Descanso,Out Of Reach,Sleepermane,2021-12-08,lo-fi study,0.207,0.533,-18.529,0.0436,0.472,0.104,40
421,Descanso,Inside All Day,softy,2021-04-02,lo-fi beats,0.209,0.685,-9.734,0.0283,0.953,0.129,28
422,Descanso,Fairy Tales,softy,2022-11-17,lo-fi beats,0.216,0.49,-15.194,0.0369,0.986,0.105,37
423,Descanso,Tender,Lawrence Walther,2022-01-23,lo-fi study,0.338,0.555,-12.993,0.0306,0.88,0.33,43
424,Descanso,Do you even think of me,Sátyr,2022-03-22,lo-fi jazzhop,0.27,0.374,-17.783,0.0535,0.944,0.0954,38
425,Descanso,Promenades,Phlocalyst,2021-11-24,lo-fi study,0.0431,0.642,-16.701,0.0417,0.942,0.103,40
426,Descanso,Always knew,Kinissue,2022-04-03,focus beats,0.19,0.608,-16.471,0.0347,0.977,0.0877,40
427,Descanso,rose's plaid,Mau,2022-08-25,lo-fi study,0.227,0.71,-12.196,0.057,0.822,0.0946,40
428,Descanso,Dearest,Lilac,2021-06-03,lo-fi study,0.0893,0.748,-14.569,0.054,0.901,0.107,45
429,Descanso,A Letter For You,Osaki,2022-07-25,lo-fi study,0.212,0.649,-19.217,0.04,0.953,0.101,39
430,Descanso,Take Me Back,noni,2022-07-07,lo-fi study,0.285,0.752,-21.995,0.0438,0.7,0.455,41
431,Descanso,A Walk Through the Sky,Kainbeats,2021-11-22,anime lo-fi,0.093,0.702,-18.081,0.0369,0.954,0.109,54
432,Descanso,Lotus,Bcalm,2022-12-29,focus beats,0.254,0.692,-12.278,0.0328,0.893,0.172,37
433,Descanso,Silhouettes,Tibeauthetraveler,2021-12-20,lo-fi study,0.276,0.66,-17.616,0.0464,0.853,0.125,46
434,Descanso,Restful,Ivylake,2022-02-26,lo-fi study,0.191,0.761,-16.823,0.0797,0.823,0.0731,42
435,Descanso,pluto,Nadav Cohen,2021-11-08,lo-fi study,0.212,0.741,-16.294,0.0388,0.719,0.0992,45
436,Descanso,Empty Shelves,Team Astro,2020-05-26,lo-fi study,0.219,0.725,-14.385,0.0691,0.64,0.374,0
437,Descanso,been waiting for you,Jhove,2021-07-19,lo-fi study,0.128,0.673,-12.62,0.0452,0.971,0.104,36
438,Descanso,sandalwood,Tatami Construct,2021-11-30,lo-fi study,0.322,0.651,-15.118,0.0391,0.945,0.333,41
439,Descanso,Go Time,C4C,2021-01-20,chillhop,0.0554,0.754,-18.16,0.0744,0.897,0.332,53
440,Descanso,Compassion,steezy prime,2020-03-31,lo-fi study,0.189,0.594,-11.633,0.04,0.738,0.124,0
441,Descanso,Honesty,Laffey,2021-10-19,lo-fi beats,0.385,0.351,-17.807,0.0397,0.927,0.0981,36
442,Descanso,Sanctuary,kyu,2021-12-02,lo-fi study,0.294,0.378,-13.917,0.0322,0.922,0.106,45
443,Descanso,plucky,tender spring,2021-08-04,lo-fi study,0.141,0.721,-14.325,0.111,0.7,0.102,38
444,Descanso,Place I've Never Been Before,DaniSogen,2021-07-15,japanese chillhop,0.244,0.696,-16.609,0.0341,0.814,0.129,43
445,Descanso,Ava,Casiio,2022-02-16,lo-fi beats,0.136,0.696,-15.661,0.036,0.672,0.109,43
446,Descanso,After Sunset,Project AER,2020-09-13,ambient guitar,0.105,0.682,-16.983,0.0337,0.877,0.0896,48
